name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,City,Street,Converted_Kosher,Price_Convert
בית תבורי 1937,8.7,597,מחיר סביר,882,כשר,"גלעד 3, פרדס חנה כרכור",0,1,0,0,1,1,1,0,0,1,0,1,פרדס חנה כרכור,גלעד 3,1,1
דוניה רוסה,8.4,3931,מחיר סביר,479,לא כשר,"צרכנייה, עין הוד",0,0,1,0,0,1,1,0,0,0,0,1,עין הוד,צרכנייה,0,1
מסעדת אל רוביאן,8.7,1413,מחיר סביר,207,לא כשר,מישגב,0,0,1,0,0,0,0,0,0,0,0,1,מישגב,0,0,1
מנדרין,7.5,676,מחיר סביר,218,לא כשר,"שלומציון המלכה 2, ירושלים",1,0,0,0,0,1,1,0,0,1,0,1,ירושלים,שלומציון המלכה 2,0,1
המעשנה של יואל,8.9,155,מחיר סביר,918,כשר,כפר אדומים,0,0,1,0,1,1,1,0,0,1,0,1,כפר אדומים,0,1,1
בורגרס בר,8.1,1775,מחיר סביר,188,לא כשר,"אחוזה 184, רעננה",0,0,1,0,0,1,1,0,0,1,1,1,רעננה,אחוזה 184,0,1
פיצה מאנו,7.5,115,מחיר סביר,397,כשר,"הנוטע 2, נתניה",0,1,0,0,0,0,0,0,0,1,0,1,נתניה,הנוטע 2,1,1
צ'יצ'ו פרנה בר מרוקאי,6.2,4,מחיר סביר,94,כשר,"המלאכה 1, יוקנעם עילית",0,0,1,0,0,1,0,0,0,1,0,0,יוקנעם עילית,המלאכה 1,1,1
ארנסטו,8.8,3803,מחיר סביר,779,לא כשר,"בן יהודה 90, תל אביב יפו",0,1,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,בן יהודה 90,0,1
מתיתיהו,8.8,1710,מחיר סביר,758,לא כשר,"הידידות 9, הוד השרון",0,0,0,0,0,1,1,0,1,1,0,1,הוד השרון,הידידות 9,0,1
טמפופו סושי בר,8.7,3897,מחיר סביר,464,לא כשר,"דרך בן גוריון 65, בת ים",1,0,0,0,0,1,1,0,0,1,0,1,בת ים,דרך בן גוריון 65,0,1
פיצה דומינו,8.7,197,מחיר זול,449,כשר,"צאלון 21, מודיעין מכבים רעות (מודיעין סנטר)",0,1,0,0,0,0,0,0,0,1,0,1,מודיעין מכבים רעות ,צאלון 21,1,0
Bada Boom באדה בום,8.8,629,מחיר סביר,1040,כשר,"הגדוד העברי 5, אשדוד",0,1,0,0,1,1,0,1,0,1,0,1,אשדוד,הגדוד העברי 5,1,1
צלילי האש,7.3,751,מחיר סביר,301,כשר,"דרך זאב ז'בוטינסקי 100, בני ברק",0,0,1,0,1,0,0,1,0,1,0,0,בני ברק,דרך זאב ז'בוטינסקי 100,1,1
המעדנייה של גולדשטיין,8.5,470,מחיר סביר,194,כשר,"מרכז מסחרי צומת סביון, סביון",0,0,1,0,0,1,0,0,0,0,0,0,סביון,מרכז מסחרי צומת סביון,1,1
פיאנו פיאנו,8.5,4655,מחיר סביר,675,לא כשר,"המחקר 2, נתניה",0,1,0,0,0,1,0,0,0,1,0,1,נתניה,המחקר 2,0,1
קימצ'י,8.2,18,מחיר סביר,1505,כשר,"בן גוריון, חצור הגלילית",1,0,1,0,0,1,1,0,0,1,0,0,חצור הגלילית,בן גוריון,1,1
קפה קפה,7.8,1270,מחיר סביר,422,לא כשר,"הביל""ויים 5, גדרה",0,0,0,0,0,1,1,0,1,0,0,0,גדרה,"הביל""ויים 5",0,1
JONY FORNO,8.5,212,מחיר יקר,664,כשר,"גד מכנס 2, נתניה",0,1,0,0,0,1,1,0,0,1,0,1,נתניה,גד מכנס 2,1,2
קפה קפה,8.1,1300,מחיר סביר,197,כשר,"כיתן, דימונה",0,0,0,0,0,1,0,0,1,1,0,0,דימונה,כיתן,1,1
ג'ינג'ר גריל בר,8.3,1909,מחיר סביר,114,כשר,"דרך זאב ז'בוטינסקי 35, רמת גן",0,0,1,0,0,1,0,0,0,1,0,1,רמת גן,דרך זאב ז'בוטינסקי 35,1,1
Mizza,8.6,98,מחיר סביר,690,כשר,"דרך הבנים 17, פרדס חנה כרכור",0,0,1,0,1,1,0,0,0,1,0,0,פרדס חנה כרכור,דרך הבנים 17,1,1
Gemma,9,4014,מחיר סביר,1149,לא כשר,"תרצה 14, תל אביב יפו",0,1,0,0,1,1,0,0,0,1,0,1,תל אביב יפו,תרצה 14,0,1
H&F פודטראק,8.5,19,מחיר סביר,292,כשר,"חורבת עמודים, אזור גליל תחתון מזרחי",0,0,1,0,0,1,1,0,0,0,0,0,אזור גליל תחתון מזרחי,חורבת עמודים,1,1
צ'יוויטו,8.8,604,מחיר סביר,253,לא כשר,"שער פלמר 2, חיפה",0,0,1,0,0,1,1,0,0,1,0,1,חיפה,שער פלמר 2,0,1
via dimona chef burger,9,452,מחיר סביר,851,כשר,"הפועלים, דימונה",0,0,1,0,0,1,1,0,0,1,1,0,דימונה,הפועלים,1,1
Les Jumelles,8.7,1226,מחיר סביר,279,כשר,"המייסדים 3, בית נקופה",0,1,0,0,0,0,0,0,1,0,0,0,בית נקופה,המייסדים 3,1,1
ג'פניקה,8,3255,מחיר סביר,630,לא כשר,"דרך בן גוריון 73 א, בת ים",1,0,0,0,0,1,1,0,0,1,0,1,בת ים,דרך בן גוריון 73 א,0,1
קפה ז'ולי,8.7,3927,מחיר סביר,764,לא כשר,"נחלת יצחק 18, תל אביב יפו",1,0,0,0,0,1,1,0,1,0,0,1,תל אביב יפו,נחלת יצחק 18,0,1
קפה גרג,7.3,429,מחיר סביר,108,כשר,"יצחק קריב 6, ירושלים (אלרוב שדרות ממילא)",0,1,0,0,0,1,0,0,1,1,0,1,ירושלים ,יצחק קריב 6,1,1
ווק אנד ווק wok and walk,7.1,151,מחיר סביר,166,כשר,"קניון דרורים, בני דרור",1,0,0,0,0,1,0,0,0,1,0,0,בני דרור,קניון דרורים,1,1
אגדתא,8.1,1245,מחיר יקר,254,כשר,"יגאל אלון 96, תל אביב יפו (בית אמפא)",0,0,0,0,0,0,0,1,0,1,0,1,תל אביב יפו ,יגאל אלון 96,1,2
פיצקל'י,9.1,772,מחיר סביר,1417,לא כשר,"מתחם נופית החרמון, קרית שמונה",0,1,0,0,1,1,1,0,1,1,0,1,קרית שמונה,מתחם נופית החרמון,0,1
BBB,9,2812,מחיר סביר,829,לא כשר,"שדרות אח""י אילת 12, חיפה",0,0,1,0,0,1,0,0,0,1,1,1,חיפה,"שדרות אח""י אילת 12",0,1
הטורטיה,8.7,185,מחיר סביר,481,כשר,"יוסף סמלו 39, נתיבות",0,0,1,0,0,0,0,0,0,1,1,0,נתיבות,יוסף סמלו 39,1,1
נג'מה,8.7,789,מחיר יקר,613,לא כשר,"העלייה השנייה 96, חיפה",0,0,0,1,0,0,0,0,0,0,0,1,חיפה,העלייה השנייה 96,0,2
פנקו,7.9,2380,מחיר סביר,325,כשר,"אחוזה 135, רעננה",1,0,1,0,0,1,0,0,0,1,0,1,רעננה,אחוזה 135,1,1
מקס ברנר,7.4,2519,מחיר סביר,465,לא כשר,"דוד סחרוב 24, ראשון לציון",0,0,0,0,0,1,1,0,1,1,0,1,ראשון לציון,דוד סחרוב 24,0,1
פרש דה מרקט,9,2069,מחיר סביר,1673,כשר,"דרך מנחם בגין 69, ראש העין",0,1,0,0,0,1,0,0,1,1,0,1,ראש העין,דרך מנחם בגין 69,1,1
בורגרס בר,8.1,692,מחיר סביר,140,לא כשר,"ההגנה 21, ירושלים",0,0,1,0,0,1,0,0,0,1,1,1,ירושלים,ההגנה 21,0,1
ביסטרו 899,8.8,1715,מחיר סביר,881,לא כשר,אילון,0,0,1,0,1,1,1,0,0,1,0,0,אילון,0,0,1
BBB,8.4,4662,מחיר סביר,1243,לא כשר,"Y סנטר, פתח תקווה",0,0,1,0,0,1,0,0,0,1,1,1,פתח תקווה,Y סנטר,0,1
טנדורי,8.4,5163,מחיר סביר,497,לא כשר,"משכית 32, הרצליה (מרכזים 2001)",1,0,0,0,0,0,0,0,0,1,0,1,הרצליה ,משכית 32,0,1
The duke הדיוק,9,3612,מחיר סביר,1009,לא כשר,"שדרות מוריה 107, חיפה",0,0,1,0,1,1,0,1,0,1,1,1,חיפה,שדרות מוריה 107,0,1
נאמוס,8.5,1975,מחיר יקר,669,לא כשר,"הצדף 1, הרצליה",1,0,0,0,1,1,1,0,0,1,0,1,הרצליה,הצדף 1,0,2
בית קפה מסעדה 864,8.5,517,מחיר סביר,188,לא כשר,"864, פקיעין",0,0,0,0,0,0,0,0,1,0,0,0,פקיעין,864,0,1
סיציליאנו,7.5,769,מחיר סביר,173,כשר,"דרך זאב ז'בוטינסקי 72, פתח תקווה (עופר הקניון הגדול)",0,1,0,0,0,0,0,0,0,1,0,1,פתח תקווה ,דרך זאב ז'בוטינסקי 72,1,1
צ'וקה,6.8,428,מחיר סביר,185,כשר,"קניון סביונים, יהוד מונוסון",1,0,0,0,0,0,0,0,0,1,0,1,יהוד מונוסון,קניון סביונים,1,1
וילה מארה,9,4652,מחיר סביר,468,לא כשר,"דרך בן גוריון 69, בת ים",0,0,0,1,0,1,1,0,0,1,0,1,בת ים,דרך בן גוריון 69,0,1
קפה קפה,8.3,269,מחיר סביר,75,לא כשר,"70, כפר יאסיף",0,0,1,0,0,0,0,0,1,1,0,0,כפר יאסיף,70,0,1
עץ החיים,8.2,173,מחיר סביר,243,כשר,"שמעון בר יוחאי 49, צפת",0,0,0,0,0,1,0,0,1,1,0,0,צפת,שמעון בר יוחאי 49,1,1
ניסו הדייג,7.8,2083,מחיר סביר,144,כשר,"בת גלים 1, אשקלון",0,0,1,0,0,1,0,0,0,0,0,0,אשקלון,בת גלים 1,1,1
ג'פניקה,7.6,41,מחיר סביר,698,לא כשר,"גלובוס סנטר, אזור אשקלון",1,0,0,0,0,0,0,0,0,1,0,1,אזור אשקלון,גלובוס סנטר,0,1
סוזאנה,8.9,525,מחיר סביר,901,לא כשר,ג'יש,0,1,0,0,0,1,1,0,0,1,1,0,ג'יש,0,0,1
סושי סושי,8.5,474,מחיר סביר,473,כשר,"מוהליבר 5, יהוד מונוסון",1,0,1,0,0,0,0,0,0,1,0,1,יהוד מונוסון,מוהליבר 5,1,1
ג'ויה,8,1192,מחיר סביר,698,לא כשר,"דרך ירושלים 34, רעננה (מרכז גמלא)",0,1,0,0,0,0,0,0,0,1,0,1,רעננה ,דרך ירושלים 34,0,1
בנדיקט בילו,8.7,5369,מחיר סביר,1374,לא כשר,"בוסי סנט ג'ורג', קרית עקרון",0,0,0,0,0,1,1,0,1,0,0,1,קרית עקרון,בוסי סנט ג'ורג',0,1
מסעדת פוליבה,8.2,218,מחיר זול,147,כשר,"הר עצמון, רמלה",0,1,0,0,0,1,1,0,0,1,0,0,רמלה,הר עצמון,1,0
אצל טניה,8.4,163,מחיר סביר,131,כשר,"הנשיא וייצמן 72, חדרה",0,0,0,0,0,0,0,0,1,1,0,1,חדרה,הנשיא וייצמן 72,1,1
סלופי בר,8.8,592,מחיר סביר,1277,כשר,"שדרות שאול עמור 77, מגדל העמק (מרכז מסחרי פרץ סנטר)",0,0,0,0,1,1,1,0,0,1,1,0,מגדל העמק ,שדרות שאול עמור 77,1,1
בורגרים,8.4,78,מחיר סביר,147,כשר,"בעלי המלאכה 203, נתיבות (מרכז מסחרי גלובוס סנטר)",0,0,1,0,0,1,1,0,0,1,1,1,נתיבות ,בעלי המלאכה 203,1,1
בין כרמים,8.7,234,מחיר סביר,592,כשר,אמירים,0,0,1,0,0,0,0,0,0,0,0,0,אמירים,0,1,1
קפה איטליה,8.6,5728,מחיר סביר,1671,לא כשר,"יונה קרמנצקי 6, תל אביב יפו",0,1,0,0,0,0,0,0,0,1,0,1,תל אביב יפו,יונה קרמנצקי 6,0,1
הזקן והים,8.3,14137,מחיר סביר,1048,לא כשר,"קדם 83, תל אביב יפו",0,0,1,1,0,1,1,0,0,0,0,1,תל אביב יפו,קדם 83,0,1
סטקיית 72,8.1,197,מחיר סביר,325,כשר,"הרצל 89, רחובות",0,0,1,0,0,1,0,0,0,0,0,0,רחובות,הרצל 89,1,1
ג'וי,7.2,1369,מחיר יקר,127,כשר,"אלרוב שדרות ממילא, ירושלים",0,0,1,0,0,1,1,0,0,1,0,1,ירושלים,אלרוב שדרות ממילא,1,2
אזומאמי Azumami,8.3,722,מחיר סביר,228,לא כשר,"אוסקר שינדלר 7, חיפה (אוסקר 7)",1,0,0,0,0,0,0,0,0,1,0,1,חיפה ,אוסקר שינדלר 7,0,1
אהרל'ה,7.7,949,מחיר סביר,406,כשר,"ירושלים 59, צפת",0,1,1,0,1,1,1,1,0,1,0,1,צפת,ירושלים 59,1,1
Sushi House Haifa,8,171,מחיר סביר,345,לא כשר,"כיאט 1, חיפה",1,0,0,0,0,0,0,0,0,1,0,1,חיפה,כיאט 1,0,1
שיפודי יהלום,8.7,614,מחיר זול,291,לא כשר,"שיבת ציון 1, חדרה",0,0,1,0,0,0,0,0,0,0,0,0,חדרה,שיבת ציון 1,0,0
חצ'אפורי,8.9,442,מחיר זול,314,כשר,"גרשון ש""ץ 14, רמלה",0,1,0,0,0,0,0,0,0,0,0,0,רמלה,"גרשון ש""ץ 14",1,0
מסעדת איזמיר,8.6,404,מחיר סביר,1664,לא כשר,"מתחם גן הצפון, צומת מעיין ברוך",0,0,1,0,0,0,0,1,0,1,0,0,צומת מעיין ברוך,מתחם גן הצפון,0,1
ג'פניקה,7.5,62,מחיר סביר,837,כשר,"מוריה 2, אריאל",1,0,0,0,0,0,1,0,0,1,0,1,אריאל,מוריה 2,1,1
La Piazza,8.3,183,מחיר סביר,193,כשר,"שדרות ניצה 8, נתניה",0,1,0,0,0,1,1,0,0,0,0,0,נתניה,שדרות ניצה 8,1,1
העיראקי מקור הבשר,8.4,20,מחיר סביר,881,לא כשר,"הפלד 46, חולון",0,0,1,0,0,0,0,0,0,0,0,0,חולון,הפלד 46,0,1
יומי סושי ליין,8.5,991,מחיר סביר,419,לא כשר,"דרך בן גוריון 114, רמת גן",1,0,0,0,0,0,0,0,0,1,0,1,רמת גן,דרך בן גוריון 114,0,1
זושא,8.5,294,מחיר סביר,189,כשר,"נחל ערוגות 17, בית שמש",0,0,1,0,0,0,0,0,0,0,0,0,בית שמש,נחל ערוגות 17,1,1
מסעדת מזאג',9.3,1087,מחיר סביר,791,לא כשר,ראמה,0,0,0,0,0,0,1,0,1,1,0,0,ראמה,0,0,1
טאטאמי,7.4,69,מחיר סביר,413,כשר,"קניון שער הצפון, קרית אתא",1,1,0,0,0,0,0,0,0,1,0,1,קרית אתא,קניון שער הצפון,1,1
אוריוס,7.7,318,מחיר סביר,1378,לא כשר,ארז,0,0,0,0,1,0,0,0,1,0,0,0,ארז,0,0,1
פיצה טללים,8.4,132,מחיר זול,588,כשר,טללים,0,1,0,0,0,1,0,0,0,1,0,0,טללים,0,1,0
מוזס,8.1,5289,מחיר סביר,857,כשר,"שחם 22, פתח תקווה",0,0,1,0,0,1,1,0,0,1,1,1,פתח תקווה,שחם 22,1,1
אבו סעיד,8.8,1260,מחיר סביר,1352,לא כשר,"בן גוריון 82, הרצליה",0,0,1,1,0,1,1,1,0,0,0,0,הרצליה,בן גוריון 82,0,1
בנדיקט,8.5,6562,מחיר סביר,1317,לא כשר,"שדרות רוטשילד 29, תל אביב יפו",0,0,0,0,0,1,1,0,1,1,0,1,תל אביב יפו,שדרות רוטשילד 29,0,1
ראנץ' האוס,8.3,32,מחיר סביר,1006,כשר,"מלון נבו, אזור ים המלח",0,0,1,0,0,0,0,0,0,0,0,0,אזור ים המלח,מלון נבו,1,1
גחנון פון,8.1,102,מחיר סביר,164,כשר,"אחד העם 3, נתניה",0,0,1,0,0,0,0,0,0,0,0,0,נתניה,אחד העם 3,1,1
BBB הכשר,8.5,1924,מחיר סביר,1139,כשר,"דרך הדרום 3, קרית גת (ביג סנטר)",0,0,1,0,0,1,1,0,0,1,1,1,קרית גת ,דרך הדרום 3,1,1
רונג'אן,9,2555,מחיר זול,862,לא כשר,"מקס נורדאו 24, אשדוד",1,0,0,0,0,1,1,0,0,1,0,0,אשדוד,מקס נורדאו 24,0,0
וואן סושי בר,8.2,1370,מחיר סביר,713,לא כשר,"הציונות 23, אשדוד",1,0,0,0,0,1,1,0,0,1,0,0,אשדוד,הציונות 23,0,1
קפה שקד,9,879,מחיר סביר,1829,כשר,"יהודה מרגוזה 8, תל אביב יפו",0,1,0,0,0,1,1,0,1,1,0,1,תל אביב יפו,יהודה מרגוזה 8,1,1
פטריקס הרובע,8.3,1415,מחיר סביר,871,כשר,"משה בקר 16, ראשון לציון",0,0,1,0,0,1,1,0,0,0,0,1,ראשון לציון,משה בקר 16,1,1
יגאל קבב,8.7,779,מחיר זול,690,לא כשר,"מבצע עזרא 1, חדרה",0,0,1,0,0,0,0,0,0,0,0,0,חדרה,מבצע עזרא 1,0,0
המקסיקני,7.5,495,מחיר סביר,635,כשר,"בעלי המלאכה 203, נתיבות (מרכז מסחרי גלובוס סנטר)",0,0,1,0,0,1,1,0,0,1,0,1,נתיבות ,בעלי המלאכה 203,1,1
סינס,8.6,1490,מחיר סביר,539,לא כשר,"צומת גבים, גבים",0,0,1,0,1,1,0,1,0,0,0,0,גבים,צומת גבים,0,1
אלגו דולסה,8.1,37,מחיר סביר,439,כשר,"עוזי חיטמן 3, עכו",0,1,0,0,0,1,0,0,1,0,0,0,עכו,עוזי חיטמן 3,1,1
מאפה נאמן,8.1,4395,מחיר סביר,62,כשר,"שרון, קרית תעופה",0,0,0,0,0,1,0,0,1,0,0,0,קרית תעופה,שרון,1,1
ברוהאוס אגמון מרקט,8.5,80,מחיר סביר,625,לא כשר,"אגמון מרקט, צומת אגמון החולה",0,0,1,0,1,0,1,0,0,0,0,0,צומת אגמון החולה,אגמון מרקט,0,1
קפה נלסון,8.5,5080,מחיר סביר,560,לא כשר,"כצנלסון 33, גבעתיים",0,0,0,0,0,1,1,0,1,1,0,1,גבעתיים,כצנלסון 33,0,1
אסתריקה,8.9,294,מחיר סביר,746,כשר,"שדרות דוד בן גוריון 6, קרית מלאכי",0,1,0,0,0,1,1,0,0,1,0,0,קרית מלאכי,שדרות דוד בן גוריון 6,1,1
פופ אפ קפה,8.4,462,מחיר סביר,620,כשר,קרית ענבים,0,1,0,1,1,0,0,0,0,0,0,0,קרית ענבים,0,1,1
מי קאסה קפה בחצר,8.7,3676,מחיר סביר,2019,לא כשר,גליל ים,0,0,0,0,1,1,1,0,1,1,0,1,גליל ים,0,0,1
ארט בורגר Art Burger,8.6,628,מחיר סביר,525,לא כשר,"מעלה המסגד 2, מעלות תרשיחא (כיכר הכפר)",0,0,1,0,0,1,0,0,0,1,1,0,מעלות תרשיחא ,מעלה המסגד 2,0,1
פנה פסטה בר,8.5,948,מחיר זול,911,כשר,"בוגרשוב 21, תל אביב יפו",0,1,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,בוגרשוב 21,1,0
אושי אושי,7.8,698,מחיר סביר,547,כשר,"רוטשילד 85, ראשון לציון",1,1,1,0,0,1,1,0,0,1,0,1,ראשון לציון,רוטשילד 85,1,1
שופן,8.5,2489,מחיר סביר,2226,כשר,"מקס נורדאו 5, באר שבע",0,0,1,0,1,1,0,0,0,1,0,0,באר שבע,מקס נורדאו 5,1,1
זוריק,8.8,3502,מחיר סביר,1025,לא כשר,"יהודה המכבי 4, תל אביב יפו",0,0,0,1,0,0,0,0,1,0,0,0,תל אביב יפו,יהודה המכבי 4,0,1
פורטר אנד סאנס,9,5407,מחיר סביר,1649,לא כשר,"הארבעה 14, תל אביב יפו",0,0,1,0,0,0,1,0,0,0,1,1,תל אביב יפו,הארבעה 14,0,1
קנקי סושי בר יין,8.3,1895,מחיר סביר,1206,כשר,"בוגרשוב 23, תל אביב יפו",1,1,0,0,0,1,1,0,0,1,0,1,תל אביב יפו,בוגרשוב 23,1,1
ג'פניקה,8.1,1488,מחיר סביר,627,לא כשר,"שלמה המלך 37, קרית אונו (מרכז מסחרי קיראון)",1,0,0,0,0,1,1,0,0,1,0,1,קרית אונו ,שלמה המלך 37,0,1
קזן בראסרי,8.6,1912,מחיר סביר,498,כשר,"אחוזה 71, רעננה",0,0,1,0,0,1,0,0,0,1,0,1,רעננה,אחוזה 71,1,1
מסעדת עין בוקק,8.4,69,מחיר סביר,1034,לא כשר,"עין בוקק, אזור ים המלח",0,0,0,1,0,0,0,0,0,0,0,0,אזור ים המלח,עין בוקק,0,1
BP kosher bistro,9.1,4471,מחיר סביר,2018,כשר,"פז צומת נתניה, נתניה",0,0,1,0,0,1,1,0,0,1,0,1,נתניה,פז צומת נתניה,1,1
סי קפה,8,2738,מחיר סביר,578,לא כשר,"תחנת דלק אלון עינת, אזור פתח תקווה",0,0,0,0,0,1,1,0,1,0,0,0,אזור פתח תקווה,תחנת דלק אלון עינת,0,1
היכל התרבות אשקלון,8,99,מחיר סביר,28,כשר,"הנשיא 82, אשקלון",0,1,0,0,0,0,0,0,1,0,0,0,אשקלון,הנשיא 82,1,1
ארקפה,7.9,53,מחיר סביר,167,כשר,"דרך יצחק רבין 1, פתח תקווה",0,1,0,0,0,0,0,0,1,0,0,0,פתח תקווה,דרך יצחק רבין 1,1,1
גליס,8.7,1155,מחיר סביר,348,כשר,"התע""ש 20, כפר סבא (בית הפעמון)",0,1,0,0,0,1,1,0,1,1,0,0,כפר סבא ,"התע""ש 20",1,1
מתחם בופה,8.8,2457,מחיר סביר,690,כשר,"קניון אושילנד, כפר סבא",0,1,0,0,0,1,0,0,0,1,1,1,כפר סבא,קניון אושילנד,1,1
קפה לנדוור,8,1429,מחיר סביר,361,כשר,"ביג FASHION אשדוד, אשדוד",0,1,0,0,0,0,0,0,1,0,0,0,אשדוד,ביג FASHION אשדוד,1,1
"קפה גלריה קמ""ה",9.1,317,מחיר זול,70,לא כשר,הרדוף,0,1,0,0,0,0,0,0,1,0,0,0,הרדוף,0,0,0
פיצה פורטו,8,591,מחיר סביר,449,לא כשר,"סוקולוב 91, רמת השרון",0,1,0,0,0,1,0,0,0,1,0,1,רמת השרון,סוקולוב 91,0,1
מוברשם החוף המערבי,7.9,398,מחיר סביר,196,לא כשר,"ההגנה 4, עכו",0,0,0,1,0,1,1,1,0,1,0,1,עכו,ההגנה 4,0,1
סאן סושי ונודלס,8.2,788,מחיר זול,438,כשר,"קניון הסיטי, אשדוד",1,0,0,0,1,0,1,0,0,1,0,1,אשדוד,קניון הסיטי,1,0
מורדוך,8.8,79,מחיר סביר,791,כשר,"דרך הציונות 21, אריאל",0,0,1,0,0,0,0,0,0,1,1,1,אריאל,דרך הציונות 21,1,1
פיצריה דלה נונה,8.9,513,מחיר סביר,347,לא כשר,"ביאליק 13, ראשון לציון",0,1,0,0,0,1,0,0,0,1,0,1,ראשון לציון,ביאליק 13,0,1
שולה בחצר,8.3,663,מחיר סביר,2923,לא כשר,"דרך שיבא, רמת גן",0,0,0,0,0,1,1,0,1,1,1,1,רמת גן,דרך שיבא,0,1
סטיישן 9,8.5,2312,מחיר סביר,618,כשר,"התחנה הראשונה, ירושלים",1,0,1,0,0,1,1,0,0,1,0,1,ירושלים,התחנה הראשונה,1,1
סטקיית סבינו,8.1,1374,מחיר סביר,349,כשר,"דוד רמז 18, כפר סבא",0,0,1,0,0,1,1,0,0,0,0,0,כפר סבא,דוד רמז 18,1,1
DEDA,8.7,3686,מחיר סביר,540,לא כשר,"כצנלסון 113, גבעתיים",0,0,1,0,0,1,1,0,0,1,0,1,גבעתיים,כצנלסון 113,0,1
