name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,City,Street,Converted_Kosher,Price_Convert
הפינה הלבנה,8.6,942,מחיר זול,952,כשר,"הרצל 7, יהוד מונוסון",0,0,0,1,0,1,1,0,0,1,0,0,יהוד מונוסון,הרצל 7,1,0
קפה לנדוור,8.1,1617,מחיר סביר,528,לא כשר,"המעלית 2, קדימה צורן",0,0,0,0,0,0,0,0,1,1,0,1,קדימה צורן,המעלית 2,0,1
ארקפה,7.7,86,מחיר סביר,79,לא כשר,"קניון עזריאלי ראשונים, ראשון לציון",0,0,0,0,0,0,0,0,1,0,0,0,ראשון לציון,קניון עזריאלי ראשונים,0,1
מרקש,8.3,561,מחיר סביר,152,כשר,"יד חרוצים 5, ירושלים",0,0,1,0,0,0,1,0,0,1,0,1,ירושלים,יד חרוצים 5,1,1
הלאפה של רפי,7.6,34,מחיר סביר,358,כשר,"ירושלים 88, צפת",0,0,1,0,0,0,1,0,0,1,0,0,צפת,ירושלים 88,1,1
פיצה פורטו,8.3,1419,מחיר סביר,525,לא כשר,"סירקין 11 א, גבעתיים",0,1,0,0,0,0,0,0,0,1,0,1,גבעתיים,סירקין 11 א,0,1
Trio,8.7,866,מחיר סביר,262,לא כשר,"הרצל 90, רמת גן",0,0,0,0,0,0,0,0,1,1,0,1,רמת גן,הרצל 90,0,1
המטבח הדרוזי,7.8,94,מחיר סביר,171,לא כשר,ג'וליס,0,0,1,0,0,1,0,0,0,0,0,0,ג'וליס,0,0,1
רפאלו,9,7022,מחיר סביר,913,לא כשר,"דרך משה פלימן 8, חיפה (מרכז קסטרא)",0,1,0,0,0,0,0,0,0,1,0,1,חיפה ,דרך משה פלימן 8,0,1
פטוש,8.5,7625,מחיר סביר,548,לא כשר,"שדרות בן גוריון 38, חיפה",0,0,0,1,0,1,1,0,0,1,0,1,חיפה,שדרות בן גוריון 38,0,1
מירו בגט,8.1,10,מחיר סביר,219,לא כשר,"אוגדה 4, מעלה אדומים",0,0,0,1,0,0,0,0,0,0,0,0,מעלה אדומים,אוגדה 4,0,1
ביגה,9,1462,מחיר סביר,1138,כשר,"קניון עזריאלי ראשונים, ראשון לציון",0,1,0,0,0,0,0,0,1,1,0,1,ראשון לציון,קניון עזריאלי ראשונים,1,1
ארוגולה שף,8,48,מחיר סביר,70,כשר,"השיקמה 5, אזור",0,0,1,0,0,0,0,0,0,1,0,1,אזור,השיקמה 5,1,1
נייניש בר,7.9,257,מחיר סביר,1021,כשר,"ברקת 9, פתח תקווה",0,0,1,0,1,0,0,0,0,1,0,1,פתח תקווה,ברקת 9,1,1
שווארמה השף,7.5,1299,מחיר סביר,205,כשר,"המלאכה 4, ראש העין",0,0,1,0,0,1,1,0,0,1,0,1,ראש העין,המלאכה 4,1,1
אצל ענת,8.5,73,מחיר סביר,32,כשר,חבר,0,0,1,0,0,0,0,0,0,0,0,0,חבר,0,1,1
קפה ג'ו,8.5,1119,מחיר סביר,203,כשר,"קניון סביונים, יהוד מונוסון",0,0,0,0,0,0,0,0,1,0,0,0,יהוד מונוסון,קניון סביונים,1,1
חממת הסחלבים,8.9,767,מחיר סביר,578,לא כשר,מעלה החמישה,0,0,0,0,0,0,0,0,1,1,0,0,מעלה החמישה,0,0,1
קפאו,8.6,760,מחיר סביר,687,כשר,"קניון שער העיר, בית שמש",1,0,0,0,0,1,1,0,0,1,0,1,בית שמש,קניון שער העיר,1,1
לחם בשר,7.6,127,מחיר סביר,748,כשר,"משה בקר 13, ראשון לציון",0,0,1,0,0,1,1,0,0,0,0,1,ראשון לציון,משה בקר 13,1,1
אבו גוש,7.3,2588,מחיר סביר,251,לא כשר,"כביש השלום 65, אבו גוש",0,0,1,0,0,1,1,0,0,0,0,0,אבו גוש,כביש השלום 65,0,1
פושטק,8.8,498,מחיר סביר,254,כשר,"הרצל 5, אשקלון",0,1,0,0,0,1,1,1,0,1,0,0,אשקלון,הרצל 5,1,1
אגאדיר,8.4,4566,מחיר סביר,1012,לא כשר,"עופר בילו סנטר אאוטלט, קרית עקרון",0,0,1,0,0,1,0,0,0,1,1,1,קרית עקרון,עופר בילו סנטר אאוטלט,0,1
קומל טורטיה בר,8.3,2139,מחיר זול,975,כשר,"הרב שלום שבזי 30, ראש העין",0,0,1,0,0,0,0,0,0,1,0,1,ראש העין,הרב שלום שבזי 30,1,0
צחי בשרים,7.4,84,מחיר סביר,517,כשר,"הרצל 82, בת ים",0,0,1,0,0,1,1,0,0,1,0,1,בת ים,הרצל 82,1,1
קפה לנדוור,8.1,2087,מחיר סביר,183,לא כשר,"הסוללים 7, תל אביב יפו",0,0,0,0,0,1,1,0,1,1,0,1,תל אביב יפו,הסוללים 7,0,1
הולי בייגל,8.4,448,מחיר סביר,142,כשר,"אחוזה 158, רעננה",0,1,0,0,0,1,1,0,0,1,0,0,רעננה,אחוזה 158,1,1
קופי בין,7.7,1480,מחיר סביר,61,כשר,"יפו 34, ירושלים",0,1,0,0,0,1,1,0,1,0,0,0,ירושלים,יפו 34,1,1
באנאפה בבית,8.5,102,מחיר סביר,48,כשר,"גבעת הלבונה 23, מודיעין מכבים רעות",0,1,0,0,0,0,0,0,1,0,0,0,מודיעין מכבים רעות,גבעת הלבונה 23,1,1
יאמי יאמי,6.4,7,מחיר סביר,53,לא כשר,"קניון עזריאלי ראשונים, ראשון לציון",1,0,0,0,0,0,0,0,0,0,0,0,ראשון לציון,קניון עזריאלי ראשונים,0,1
שלה,8.4,1649,מחיר סביר,289,כשר,"יששכר 14, קרית מוצקין",0,1,0,0,0,1,1,0,1,0,0,0,קרית מוצקין,יששכר 14,1,1
באבאגים,8.5,280,מחיר סביר,372,לא כשר,"עמק דותן 66, מודיעין מכבים רעות (מרכז מסחרי מרל""ז)",0,0,1,0,0,1,1,0,0,1,0,0,מודיעין מכבים רעות ,עמק דותן 66,0,1
קפה קפה,7.9,128,מחיר סביר,88,כשר,"בית הסטודנט, חיפה",0,0,0,0,0,0,1,0,1,0,0,0,חיפה,בית הסטודנט,1,1
Bulls burger,8.5,638,מחיר סביר,145,כשר,"המרגנית 1, נשר",0,0,1,0,0,0,0,0,0,1,1,1,נשר,המרגנית 1,1,1
אסתריקה,8.9,501,מחיר סביר,991,כשר,"אזור תעשייה דרומי, קרית שמונה",0,1,1,0,0,1,1,0,1,1,0,0,קרית שמונה,אזור תעשייה דרומי,1,1
קפה ברנר,8.1,622,מחיר סביר,451,לא כשר,"ברנר 6, רעננה",0,0,0,0,0,0,0,0,1,1,0,1,רעננה,ברנר 6,0,1
פיצה אש,8.3,499,מחיר זול,472,כשר,"דרך הנחשונים 31, אריאל",0,1,0,0,0,0,1,0,0,1,0,1,אריאל,דרך הנחשונים 31,1,0
סטיישן מרקט,8.5,554,מחיר זול,105,כשר,"בר כוכבא 21, בני ברק",0,0,1,0,0,1,1,0,0,0,0,0,בני ברק,בר כוכבא 21,1,0
דליקטבע 100 בריאות,8.1,4619,מחיר סביר,1,כשר,"דרך אבא הלל 2, רמת גן (מגדל משה אביב (שער העיר))",0,0,1,0,0,1,0,0,0,0,0,0,רמת גן ),דרך אבא הלל 2,1,1
פסטצ'ינו,7.9,215,מחיר סביר,338,כשר,"המסילה 22, נשר",0,1,0,0,0,0,1,0,0,1,0,1,נשר,המסילה 22,1,1
אלפרדו,8.4,7702,מחיר סביר,1153,כשר,"פארק תעשייה עופר, פתח תקווה",0,1,0,0,0,1,1,0,0,1,0,1,פתח תקווה,פארק תעשייה עופר,1,1
נונה,8.3,2867,מחיר סביר,1223,לא כשר,"אבן גבירול 44, תל אביב יפו",0,1,0,0,0,1,1,0,1,1,0,1,תל אביב יפו,אבן גבירול 44,0,1
איטליקו זוהר,8.5,253,מחיר זול,402,כשר,"העצמאות 5, גן יבנה",0,1,0,0,0,0,0,0,1,1,0,1,גן יבנה,העצמאות 5,1,0
קפה גבע,7.9,247,מחיר יקר,405,לא כשר,"דרך בן גוריון 259, רמת גן",0,1,0,0,0,0,0,0,0,1,0,1,רמת גן,דרך בן גוריון 259,0,2
פסקדו,9.1,1899,מחיר סביר,1923,כשר,"מרטין בובר 1, אשדוד",0,0,0,0,0,1,0,1,0,0,0,1,אשדוד,מרטין בובר 1,1,1
אנג'ליקה,8.8,1434,מחיר יקר,262,כשר,"ג'ורג' וושינגטון 4, ירושלים",0,0,1,0,0,0,0,0,0,0,0,1,ירושלים,ג'ורג' וושינגטון 4,1,2
ג'ירף נודל בר,8.4,5893,מחיר סביר,927,לא כשר,"קניון דרורים, בני דרור",1,0,0,0,0,1,0,0,0,1,0,1,בני דרור,קניון דרורים,0,1
פאפאגאיו,8.6,2724,מחיר סביר,585,כשר,"יד חרוצים 3, ירושלים",0,0,1,0,0,0,0,0,0,0,0,1,ירושלים,יד חרוצים 3,1,1
נונו,8.9,1296,מחיר סביר,1867,לא כשר,"אריק איינשטיין 3, הרצליה",0,1,0,0,0,1,1,0,0,1,0,1,הרצליה,אריק איינשטיין 3,0,1
סושי B,8.2,31,מחיר סביר,303,לא כשר,"שדרות נשיאי ישראל 9, כרמיאל",1,0,0,0,0,0,0,0,0,1,0,1,כרמיאל,שדרות נשיאי ישראל 9,0,1
פרש קיטשן,7.8,2471,מחיר סביר,290,לא כשר,"דוד אלעזר, חיפה",0,1,0,0,0,1,1,0,1,1,0,1,חיפה,דוד אלעזר,0,1
ריבר,7.7,3535,מחיר סביר,519,כשר,"הרוקמים 26, חולון",1,0,0,0,0,1,1,0,0,1,0,1,חולון,הרוקמים 26,1,1
ביסטרו מצדה,7.9,2958,מחיר סביר,913,לא כשר,"הירקון 83, תל אביב יפו (מקסים)",0,0,0,0,0,1,1,0,1,0,0,0,תל אביב יפו ,הירקון 83,0,1
קפה ללוש,8.8,1860,מחיר סביר,1529,לא כשר,"משה לרר 1, נס ציונה",0,1,1,0,0,1,1,1,1,1,0,1,נס ציונה,משה לרר 1,0,1
בורגרס בר,8.3,1100,מחיר סביר,226,לא כשר,"האומן 14, ירושלים",0,0,1,0,0,1,1,0,0,1,1,1,ירושלים,האומן 14,0,1
איוטאיה,8.6,1041,מחיר סביר,619,לא כשר,"מבוא קדם, הוד השרון",1,0,0,0,0,1,1,0,0,1,0,0,הוד השרון,מבוא קדם,0,1
קבב אמונה,8.5,2230,מחיר סביר,422,כשר,"קק""ל 58, באר שבע",0,0,1,1,0,1,1,0,0,1,0,0,באר שבע,"קק""ל 58",1,1
בזיליקה,8.9,293,מחיר סביר,1043,כשר,"שדרות דוד בן גוריון 13, אשקלון",0,1,0,0,0,1,1,0,0,1,0,0,אשקלון,שדרות דוד בן גוריון 13,1,1
Kisu קיסו,9,13400,מחיר יקר,2648,לא כשר,"דרך רפאל איתן 1, קרית אונו",1,0,0,0,0,1,0,0,0,1,0,1,קרית אונו,דרך רפאל איתן 1,0,2
המבורג,8.6,6352,מחיר סביר,1022,לא כשר,"המדע 1, רחובות",0,0,0,0,0,1,1,0,0,1,1,1,רחובות,המדע 1,0,1
המרקיה,8.6,1402,מחיר זול,115,לא כשר,"כורש 4, ירושלים",0,0,0,0,0,1,1,0,1,0,0,0,ירושלים,כורש 4,0,0
קזה מיה,8.7,1009,מחיר סביר,380,לא כשר,"הרצל 10, נתניה",0,1,0,0,0,1,1,0,0,0,0,0,נתניה,הרצל 10,0,1
בנג'יז טוסט שופ,8.2,201,מחיר זול,245,כשר,"שדרות בנימין 1, נתניה",0,0,1,0,0,1,1,0,0,1,0,1,נתניה,שדרות בנימין 1,1,0
מסעדת גיא בשרים,8.7,448,מחיר סביר,576,כשר,"המלאכה 12, אור יהודה",0,0,1,0,0,0,0,0,0,1,0,0,אור יהודה,המלאכה 12,1,1
עזרא ובניו,9.1,2550,מחיר זול,5889,לא כשר,"דוד סחרוב 18, ראשון לציון",0,0,1,0,0,1,1,0,0,1,0,0,ראשון לציון,דוד סחרוב 18,0,0
אל ג'יי,7.9,72,מחיר סביר,301,כשר,"משכית 22, הרצליה",0,1,0,0,0,1,1,0,1,1,0,1,הרצליה,משכית 22,1,1
פפה לאון,8.4,598,מחיר סביר,226,לא כשר,"אוסקר שינדלר, באר שבע",0,0,1,0,0,0,0,0,0,0,0,0,באר שבע,אוסקר שינדלר,0,1
Flooka rest,9.1,593,מחיר סביר,331,לא כשר,"סלאח א דין 14, עכו",0,0,0,0,0,1,1,1,0,0,0,0,עכו,סלאח א דין 14,0,1
שליס,7.9,478,מחיר זול,470,כשר,"יוסף סמלו 8, נתיבות",0,1,0,0,0,1,0,0,1,1,0,0,נתיבות,יוסף סמלו 8,1,0
הקבב של עובד,8.6,126,מחיר זול,328,כשר,"חיים ארלוזורוב 6, קרית שמונה",0,0,1,0,0,0,0,0,0,0,0,0,קרית שמונה,חיים ארלוזורוב 6,1,0
קפה לנדוור,7.6,2010,מחיר סביר,450,לא כשר,"חיל הנדסה 2, באר שבע",0,0,1,0,0,1,1,0,1,1,0,1,באר שבע,חיל הנדסה 2,0,1
ברכת רם,8.5,351,מחיר סביר,250,לא כשר,מג'דל שמס,0,1,1,0,0,1,0,0,0,0,0,0,מג'דל שמס,0,0,1
אלמה בשר עם מסעדה,8.7,655,מחיר סביר,932,לא כשר,"דרך יצחק רבין 19, בית שמש",0,0,1,0,1,0,1,0,0,0,0,0,בית שמש,דרך יצחק רבין 19,0,1
Crudo,8.6,352,מחיר יקר,525,לא כשר,"הנמל 15, חיפה",0,1,0,0,0,0,0,0,0,1,0,1,חיפה,הנמל 15,0,2
עופל'ה גריל,7.6,34,מחיר סביר,165,כשר,"יהושע רבינוביץ 11, חולון (מרכז סאדאב)",0,0,1,0,0,1,1,0,0,0,0,0,חולון ,יהושע רבינוביץ 11,1,1
ג'פניקה,8.3,4340,מחיר סביר,661,לא כשר,"שדרות הנשיא 122, חיפה",1,0,0,0,0,1,1,0,0,1,0,1,חיפה,שדרות הנשיא 122,0,1
הפינה של אילן,8.4,32,מחיר סביר,269,כשר,"אברהם רוזנמן, נתיבות",0,0,1,1,0,0,0,0,0,0,0,0,נתיבות,אברהם רוזנמן,1,1
טבעוניה בית לאוכל בקדיתא,8.4,66,מחיר סביר,178,כשר,קדיתא,0,0,0,0,0,1,1,0,0,0,1,0,קדיתא,0,1,1
מסעדת האני,8.6,459,מחיר סביר,467,לא כשר,"כביש השלום 22, אבו גוש",0,0,1,0,0,1,1,0,0,1,1,0,אבו גוש,כביש השלום 22,0,1
נויה,8,1406,מחיר סביר,136,כשר,"שלומציון המלכה 3, ירושלים",0,0,1,0,0,0,0,0,0,0,0,0,ירושלים,שלומציון המלכה 3,1,1
ארוי,8.9,1259,מחיר סביר,2223,כשר,"בנימין שמוטקין 17, ראשון לציון",1,0,0,0,0,0,1,0,0,1,0,1,ראשון לציון,בנימין שמוטקין 17,1,1
דיצה פיצה,8.7,613,מחיר זול,433,כשר,"אריה ל. קובובי 55, ירושלים",0,1,0,0,0,0,0,0,0,1,0,1,ירושלים,אריה ל. קובובי 55,1,0
סטקיית הלב הרחב,8.6,28,מחיר סביר,399,כשר,"אברהם בן שושן 28, עכו",0,0,1,0,0,0,0,0,0,0,0,0,עכו,אברהם בן שושן 28,1,1
קפה גרג,7.4,1115,מחיר סביר,74,לא כשר,"קניון חיפה, חיפה",0,0,0,0,0,1,0,0,1,1,0,1,חיפה,קניון חיפה,0,1
Bodega,9.1,932,מחיר סביר,1762,כשר,"קרליבך 14, תל אביב יפו",0,0,0,0,0,1,1,0,0,1,1,1,תל אביב יפו,קרליבך 14,1,1
אנגוס בשרים,8.7,2716,מחיר סביר,1266,לא כשר,"הארבעה 20, תל אביב יפו",0,0,1,0,0,0,0,0,0,1,0,1,תל אביב יפו,הארבעה 20,0,1
עומרס בית קולינרי,8.6,25,מחיר סביר,401,כשר,"המסגר, דימונה",0,0,1,0,1,0,0,0,0,1,0,0,דימונה,המסגר,1,1
ג'אפן ג'אפן,8.3,339,מחיר סביר,564,כשר,"הבנאי 6, אריאל",1,0,0,0,0,0,1,0,0,1,0,1,אריאל,הבנאי 6,1,1
טאגלוס,8.7,2482,מחיר סביר,602,לא כשר,"החרושת 12, כרמיאל (מרכז שווקים)",0,1,1,0,0,0,0,0,0,1,0,1,כרמיאל ,החרושת 12,0,1
רחלה,9.1,1608,מחיר סביר,621,כשר,"המסגר 12, אופקים",0,0,1,0,0,0,0,0,0,1,0,0,אופקים,המסגר 12,1,1
סי קפה,8.2,37,מחיר סביר,286,לא כשר,מנזר לטרון,0,0,1,0,0,0,0,0,1,0,0,0,מנזר לטרון,0,0,1
אלצ'קו,8.6,98,מחיר סביר,162,לא כשר,שעל,0,1,1,0,1,0,0,0,0,1,0,0,שעל,0,0,1
בואצ'וס אקספרס,8,11,מחיר סביר,164,לא כשר,"אלי כהן 55, אשקלון",0,0,1,0,0,0,0,0,0,0,0,0,אשקלון,אלי כהן 55,0,1
ריבר,7.8,2098,מחיר סביר,509,כשר,"דרך זאב ז'בוטינסקי 7, רמת גן",1,0,0,0,0,1,1,0,0,1,0,1,רמת גן,דרך זאב ז'בוטינסקי 7,1,1
בוצ'רי דה ברילוצ'ה,8.4,5255,מחיר סביר,765,לא כשר,"הברזל 4, תל אביב יפו",0,0,1,0,0,1,0,0,0,1,1,1,תל אביב יפו,הברזל 4,0,1
טרנזיט,8.3,22,מחיר סביר,894,לא כשר,"זד""ל 1, ראשון לציון",1,0,0,0,0,0,0,0,0,1,0,1,ראשון לציון,"זד""ל 1",0,1
BBB,8.3,3400,מחיר סביר,472,לא כשר,"מיקס שרונים, הוד השרון",0,0,1,0,0,1,1,0,0,1,1,1,הוד השרון,מיקס שרונים,0,1
גראונד קפה,8.6,3405,מחיר סביר,1088,לא כשר,"שלמה המלך 6, קרית אונו",0,0,0,0,0,1,0,0,1,1,0,1,קרית אונו,שלמה המלך 6,0,1
ממלכת שרונים,8.5,252,מחיר סביר,604,לא כשר,"מיקס שרונים, הוד השרון",0,0,0,0,0,0,0,0,1,0,0,0,הוד השרון,מיקס שרונים,0,1
קאן קאי,8.2,4371,מחיר זול,443,כשר,"משה דיין 2, ראש העין (מרכז טל)",1,0,0,0,0,1,1,0,0,1,0,1,ראש העין ,משה דיין 2,1,0
קפה ג'ו,8,454,מחיר סביר,213,כשר,"קניון חולון, חולון",0,0,0,0,0,0,0,0,1,0,0,0,חולון,קניון חולון,1,1
אצה סושי בר חולון,8.7,1597,מחיר סביר,697,כשר,"פנחס אילון 13, חולון",1,0,0,0,0,1,1,0,0,1,0,1,חולון,פנחס אילון 13,1,1
שיפודי הכיכר,8,23,מחיר זול,156,כשר,"דלק יד בנימין, אזור רחובות",0,0,1,0,0,0,0,0,0,0,0,0,אזור רחובות,דלק יד בנימין,1,0
רונן בשרים,8.3,1508,מחיר זול,1468,כשר,"צבי שכטרמן 28, נתניה",0,1,1,0,0,0,0,0,0,1,0,0,נתניה,צבי שכטרמן 28,1,0
קפה שטמפפר,9,2680,מחיר סביר,3215,לא כשר,"יהושע שטמפפר 6, נתניה",0,1,1,0,0,1,1,0,1,1,0,1,נתניה,יהושע שטמפפר 6,0,1
ויוינו,9.1,548,מחיר סביר,3045,לא כשר,"משה בקר 12, ראשון לציון",0,1,0,0,0,0,0,0,0,1,0,1,ראשון לציון,משה בקר 12,0,1
פוקצ'ריה מטבח איטלקי,8.8,616,מחיר סביר,704,כשר,"עופר הקניון הגדול, פתח תקווה",0,1,0,0,0,0,0,0,0,0,0,0,פתח תקווה,עופר הקניון הגדול,1,1
אסדו בר,8.6,2319,מחיר סביר,911,לא כשר,אלונים,0,0,1,0,0,1,0,0,0,0,0,1,אלונים,0,0,1
מסעדת נצח,8.6,209,מחיר סביר,267,כשר,"שלום שבזי 34, אליכין",0,0,1,0,0,0,0,0,0,0,0,0,אליכין,שלום שבזי 34,1,1
מינה טומיי,9,10672,מחיר סביר,890,לא כשר,"דרך משה פלימן 8, חיפה (מרכז קסטרא)",1,0,0,0,0,1,1,0,0,1,0,1,חיפה ,דרך משה פלימן 8,0,1
סואי סושי,8,1869,מחיר סביר,323,לא כשר,"סירקין 6, גבעתיים",1,0,0,0,0,1,1,0,0,1,0,1,גבעתיים,סירקין 6,0,1
הפריקסה של חיימיקו,9,1558,מחיר זול,306,כשר,"דרך רמתיים 63, הוד השרון",0,1,0,0,0,1,1,0,0,1,0,1,הוד השרון,דרך רמתיים 63,1,0
קנטינה,7.4,1033,מחיר סביר,1661,לא כשר,"שדרות רוטשילד 71, תל אביב יפו",0,1,0,0,0,1,1,0,0,0,0,1,תל אביב יפו,שדרות רוטשילד 71,0,1
אגאדיר,8.1,4129,מחיר סביר,642,לא כשר,"המנופים 9, הרצליה",0,0,1,0,0,1,1,0,0,1,1,1,הרצליה,המנופים 9,0,1
Felicita פליצ'יטה,8.3,713,מחיר סביר,252,כשר,"בן גוריון 5, רעננה",0,1,0,0,0,1,1,0,0,1,0,1,רעננה,בן גוריון 5,1,1
קפה לנדוור,7.8,3996,מחיר סביר,511,לא כשר,"דרך רמתיים 18, הוד השרון",0,0,0,0,0,1,1,0,1,1,0,1,הוד השרון,דרך רמתיים 18,0,1
טוביקו,8.6,10,מחיר סביר,597,כשר,שדרות,1,0,0,0,1,0,0,0,0,1,0,1,שדרות,0,1,1
BBB,7.8,4123,מחיר סביר,557,לא כשר,"אריה שנקר 11, הרצליה",0,0,1,0,0,1,1,0,0,1,1,1,הרצליה,אריה שנקר 11,0,1
פיצה לאונרדו,8.5,425,מחיר זול,503,כשר,"מרכז מסחרי, כוכב יאיר צור יגאל",0,1,0,0,0,1,0,0,1,1,0,1,כוכב יאיר צור יגאל,מרכז מסחרי,1,0
באצ'יס רול מקסיקני,8.1,623,מחיר זול,298,כשר,"קניון בת ים, בת ים",0,0,1,0,0,0,0,0,0,1,0,1,בת ים,קניון בת ים,1,0
רופטופ,8.7,2826,מחיר יקר,574,כשר,"שלמה המלך 11, ירושלים",0,0,1,0,1,1,1,0,0,0,0,1,ירושלים,שלמה המלך 11,1,2
בת יער,9.3,6301,מחיר סביר,2183,לא כשר,עמוקה,0,0,1,0,0,1,1,0,0,0,0,1,עמוקה,0,0,1
מלון וולדורף אסטוריה ירושלים,9,8793,מחיר סביר,245,כשר,"אגרון 26, ירושלים",0,1,0,0,1,0,0,0,0,0,0,1,ירושלים,אגרון 26,1,1
פו 26,8.6,617,מחיר סביר,393,לא כשר,"סירקין 26, חיפה",1,0,0,0,0,0,0,0,0,1,0,1,חיפה,סירקין 26,0,1
מסעדת מזרחי,8.2,37,מחיר סביר,695,כשר,"דוד פנקס 14, נתניה",0,0,1,0,0,0,0,0,0,1,0,0,נתניה,דוד פנקס 14,1,1
IGOR MEAT,7.1,118,מחיר סביר,81,כשר,"הרא""ה 1, רמת גן",0,0,1,0,0,1,1,0,0,1,0,1,רמת גן,"הרא""ה 1",1,1
קפה לנדוור,8.2,2223,מחיר סביר,674,לא כשר,"אקליפטוס 1, רמת ישי",0,0,0,0,0,1,0,0,1,1,0,0,רמת ישי,אקליפטוס 1,0,1
ג'פניקה,8.1,2436,מחיר סביר,985,לא כשר,"תפוצות ישראל 5, גבעתיים",1,0,0,0,0,1,1,0,0,1,0,1,גבעתיים,תפוצות ישראל 5,0,1
חומוס יעקב,8.6,598,מחיר זול,485,כשר,"ירושלים 5, עפולה",0,0,0,1,0,1,1,0,0,1,0,0,עפולה,ירושלים 5,1,0
קפה גרג,8.1,599,מחיר סביר,229,כשר,"עופר השרון, נתניה",0,1,0,0,0,0,0,0,1,0,0,0,נתניה,עופר השרון,1,1
ג'פניקה,7.9,954,מחיר סביר,710,לא כשר,"אקליפטוס 3, רמת ישי",1,0,0,0,0,1,1,0,0,1,0,1,רמת ישי,אקליפטוס 3,0,1
בנדיקט,8.2,8,מחיר סביר,267,לא כשר,"ביג סנטר, כרמיאל",0,0,0,0,0,0,0,0,1,1,0,1,כרמיאל,ביג סנטר,0,1
חוות דרך התבלינים,9.2,38,מחיר סביר,1081,כשר,בית לחם הגלילית,0,0,0,0,0,0,0,0,1,1,0,1,בית לחם הגלילית,0,1,1
ריטריט קפה מקום להיות בו,9.1,100,מחיר סביר,982,לא כשר,"הנרקיס 2, ראש פינה",0,0,0,0,0,1,1,0,1,0,0,0,ראש פינה,הנרקיס 2,0,1
בורגרס בר,8.6,775,מחיר סביר,663,לא כשר,"דרך יצחק רבין 19, בית שמש",0,0,1,0,0,1,0,0,0,1,1,1,בית שמש,דרך יצחק רבין 19,0,1
שיפודים על גחלים,9.2,1088,מחיר זול,554,לא כשר,"מעלה המסגד 1, מעלות תרשיחא (כיכר הכפר)",0,0,1,0,0,0,0,0,0,0,0,0,מעלות תרשיחא ,מעלה המסגד 1,0,0
קפה לנדוור,8.3,1152,מחיר סביר,457,כשר,"קניון כפר סבא הירוקה, כפר סבא",0,1,0,0,0,1,1,1,1,1,0,1,כפר סבא,קניון כפר סבא הירוקה,1,1
ביגה,7.3,183,מחיר סביר,271,כשר,"ז'בוטינסקי 47, אשדוד",0,1,0,0,0,0,0,0,1,1,0,1,אשדוד,ז'בוטינסקי 47,1,1
SushiYan,8.6,23,מחיר סביר,644,לא כשר,"הדקל, אשדוד",1,0,0,0,0,0,0,0,0,1,0,0,אשדוד,הדקל,0,1
צנעני,8.3,2838,מחיר סביר,404,כשר,"דרך זאב ז'בוטינסקי 92, בני ברק",0,0,1,0,0,1,0,0,0,1,0,1,בני ברק,דרך זאב ז'בוטינסקי 92,1,1
מיט פוינט MEAT POINT,7.5,94,מחיר סביר,222,כשר,"קניון קרני שומרון, קרני שומרון",0,0,1,0,0,1,1,0,0,1,1,0,קרני שומרון,קניון קרני שומרון,1,1
המסעדה,7.7,124,מחיר זול,771,לא כשר,"דוד סחרוב 22, ראשון לציון",0,0,1,0,0,0,1,0,1,0,0,0,ראשון לציון,דוד סחרוב 22,0,0
נונו מאפים,8.4,257,מחיר סביר,283,כשר,"אחד העם 7, חדרה",0,0,0,0,0,0,0,0,1,1,0,1,חדרה,אחד העם 7,1,1
Fresh the market,8.7,184,מחיר סביר,1844,כשר,"דרך הדרום 3, קרית גת (ביג סנטר)",0,1,0,0,0,1,1,1,1,1,0,1,קרית גת ,דרך הדרום 3,1,1
קפה לנדוור,7.9,2516,מחיר סביר,796,לא כשר,"שחם 30, פתח תקווה",0,0,0,0,0,1,1,0,1,1,0,1,פתח תקווה,שחם 30,0,1
MasaEat,8.7,206,מחיר סביר,576,כשר,כפר אוריה,0,0,1,0,0,1,1,0,0,1,1,0,כפר אוריה,0,1,1
דהאר גסט האוס,8,153,מחיר סביר,0,לא כשר,"6098 8, נצרת",0,0,0,0,0,0,0,0,1,0,0,1,נצרת,6098 8,0,1
איזי גריל,8.2,102,מחיר סביר,200,כשר,"יעקב אחווה 112, פתח תקווה",0,0,1,0,0,1,0,0,0,1,0,1,פתח תקווה,יעקב אחווה 112,1,1
מאמא דיאלי,7.1,28,מחיר סביר,113,כשר,"בלפור 15, בת ים",0,0,1,0,0,0,0,0,0,0,0,0,בת ים,בלפור 15,1,1
חוף גבעת עליה,8.8,1349,מחיר סביר,190,לא כשר,"בת גלים, תל אביב יפו",0,0,0,0,0,0,0,0,1,0,0,0,תל אביב יפו,בת גלים,0,1
סיציליאנו,8.5,1337,מחיר סביר,180,כשר,"עופר רחובות, רחובות",0,1,0,0,0,0,0,0,0,1,0,1,רחובות,עופר רחובות,1,1
מיט מאסטר,8.5,132,מחיר סביר,264,לא כשר,"חלוצי התעשייה 6, חיפה",0,0,1,0,0,0,0,0,0,0,0,0,חיפה,חלוצי התעשייה 6,0,1
